drug_id,drug_name,target_id,target_uniprot,target_name,target_gene,action,atc_codes
DB00636,Clofibrate,,Q07869,Peroxisome proliferator-activated receptor alpha,PPARA,agonist,C10AB01
DB00637,Astemizole,,P35367,Histamine H1 receptor,HRH1,antagonist,R06AX11
DB00637,Astemizole,,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,inhibitor,R06AX11
DB00637,Astemizole,,O95259,Potassium voltage-gated channel subfamily H member 1,KCNH1,,R06AX11
DB00637,Astemizole,,P10636,Microtubule-associated protein tau,MAPT,,R06AX11
DB00638,Inulin,,Q9F0I5,Cycloinulo-oligosaccharide fructanotransferase,cft,binder,V04CH01
DB00639,Butoconazole,,,Ergosterol,,other,G01AF20;G01AF15
DB00640,Adenosine,,P30542,Adenosine receptor A1,ADORA1,agonist,C01EB10
DB00640,Adenosine,,P29274,Adenosine receptor A2a,ADORA2A,agonist,C01EB10
DB00640,Adenosine,,P29275,Adenosine receptor A2b,ADORA2B,agonist,C01EB10
DB00640,Adenosine,,P0DMS8,Adenosine receptor A3,ADORA3,agonist,C01EB10
DB00641,Simvastatin,,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,inhibitor,A10BH51;C10AA01;C10BX04;C10BA02;C10BX01;C10BA04
DB00641,Simvastatin,,P20701,Integrin alpha-L,ITGAL,inhibitory allosteric modulator,A10BH51;C10AA01;C10BX04;C10BA02;C10BX01;C10BA04
DB00641,Simvastatin,,Q92769,Histone deacetylase 2,HDAC2,inhibitor,A10BH51;C10AA01;C10BX04;C10BA02;C10BX01;C10BA04
DB00642,Pemetrexed,,P04818,Thymidylate synthase,TYMS,inhibitor,L01BA04
DB00642,Pemetrexed,,P31939,Bifunctional purine biosynthesis protein PURH,ATIC,inhibitor,L01BA04
DB00642,Pemetrexed,,P00374,Dihydrofolate reductase,DHFR,inhibitor,L01BA04
DB00642,Pemetrexed,,P22102,Trifunctional purine biosynthetic protein adenosine-3,GART,inhibitor,L01BA04
DB00643,Mebendazole,,Q71U36,Tubulin alpha-1A chain,TUBA1A,inhibitor,P02CA51;P02CA01
DB00643,Mebendazole,,P68371,Tubulin beta-4B chain,TUBB4B,inhibitor,P02CA51;P02CA01
DB00644,Gonadorelin,,P30968,Gonadotropin-releasing hormone receptor,GNRHR,agonist,V04CM01;H01CA01
DB00644,Gonadorelin,,Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRHR2,agonist,V04CM01;H01CA01
DB00645,Dyclonine,,Q9Y5Y9,Sodium channel protein type 10 subunit alpha,SCN10A,inhibitor,N01BX02;R02AD04
DB00646,Nystatin,,,Ergosterol,,binder,D01AA01;G01AA01;A07AA02;G01AA51
DB00647,Dextropropoxyphene,,P35372,Mu-type opioid receptor,OPRM1,agonist,N02AC04;N02AC54;N02AC74
DB00647,Dextropropoxyphene,,P41143,Delta-type opioid receptor,OPRD1,agonist,N02AC04;N02AC54;N02AC74
DB00647,Dextropropoxyphene,,P41145,Kappa-type opioid receptor,OPRK1,antagonist,N02AC04;N02AC54;N02AC74
DB00647,Dextropropoxyphene,,P23141,Liver carboxylesterase 1,CES1,,N02AC04;N02AC54;N02AC74
DB00647,Dextropropoxyphene,,Q05586,NMDA receptor,GRIN1,antagonist,N02AC04;N02AC54;N02AC74
DB00648,Mitotane,,P15538,"Cytochrome P450 11B1, mitochondrial",CYP11B1,inducer,L01XX23
DB00648,Mitotane,,P03372,Estrogen receptor alpha,ESR1,,L01XX23
DB00648,Mitotane,,P06401,Progesterone receptor,PGR,,L01XX23
DB00648,Mitotane,,P10275,Androgen receptor,AR,antagonist,L01XX23
DB00648,Mitotane,,P10109,"Adrenodoxin, mitochondrial",FDX1,unknown,L01XX23
DB00649,Stavudine,,Q72547,Reverse transcriptase/RNaseH,pol,inhibitor,J05AF04;J05AR07
DB00651,Dyphylline,,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B,inhibitor,R03DA20;R03DB01;R03DA51;R03DA01
DB00651,Dyphylline,,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,inhibitor,R03DA20;R03DB01;R03DA51;R03DA01
DB00651,Dyphylline,,Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C,inhibitor,R03DA20;R03DB01;R03DA51;R03DA01
DB00651,Dyphylline,,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,inhibitor,R03DA20;R03DB01;R03DA51;R03DA01
DB00651,Dyphylline,,P30542,Adenosine receptor A1,ADORA1,antagonist,R03DA20;R03DB01;R03DA51;R03DA01
DB00651,Dyphylline,,P29274,Adenosine receptor A2a,ADORA2A,antagonist,R03DA20;R03DB01;R03DA51;R03DA01
DB00652,Pentazocine,,Q99720,Sigma non-opioid intracellular receptor 1,SIGMAR1,agonist,N02AD01
DB00652,Pentazocine,,P35372,Mu-type opioid receptor,OPRM1,antagonist,N02AD01
DB00652,Pentazocine,,P41145,Kappa-type opioid receptor,OPRK1,agonist,N02AD01
DB00653,Magnesium sulfate,,Q13936,Voltage-dependent L-type calcium channel,CACNA1C,inhibitor,A06AD04;V04CC02;D11AX05;B05XA05;A12CC02
DB00653,Magnesium sulfate,,Q13936,Voltage-dependent L-type calcium channel,CACNA1C,blocker,A06AD04;V04CC02;D11AX05;B05XA05;A12CC02
DB00654,Latanoprost,,P43088,Prostaglandin F2-alpha receptor,PTGFR,agonist,S01EE01;S01EE51
DB00655,Estrone,,P03372,Estrogen receptor alpha,ESR1,agonist,G03CC04;G03CA07
DB00655,Estrone,,Q92731,Estrogen receptor beta,ESR2,,G03CC04;G03CA07
DB00655,Estrone,,P10275,Androgen receptor,AR,,G03CC04;G03CA07
DB00655,Estrone,,P11511,Cytochrome P450 19A1,CYP19A1,,G03CC04;G03CA07
DB00655,Estrone,,P04278,Sex hormone-binding globulin,SHBG,,G03CC04;G03CA07
DB00656,Trazodone,,P28223,5-hydroxytryptamine receptor 2A,HTR2A,antagonist,N06AX05
DB00656,Trazodone,,P28335,5-hydroxytryptamine receptor 2C,HTR2C,agonist,N06AX05
DB00656,Trazodone,,P31645,Sodium-dependent serotonin transporter,SLC6A4,inhibitor,N06AX05
DB00656,Trazodone,,P08908,5-hydroxytryptamine receptor 1A,HTR1A,antagonist,N06AX05
DB00656,Trazodone,,P08908,5-hydroxytryptamine receptor 1A,HTR1A,partial agonist,N06AX05
DB00656,Trazodone,,P35367,Histamine H1 receptor,HRH1,antagonist,N06AX05
DB00656,Trazodone,,P35348,Alpha-1A adrenergic receptor,ADRA1A,antagonist,N06AX05
DB00656,Trazodone,,P08913,Alpha-2A adrenergic receptor,ADRA2A,antagonist,N06AX05
DB00656,Trazodone,,P08909,5-hydroxytryptamine receptor 1C,Htr2c,antagonist,N06AX05
DB00656,Trazodone,,P08909,5-hydroxytryptamine receptor 1C,Htr2c,partial agonist,N06AX05
DB00657,Mecamylamine,,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,antagonist,C02BB01
DB00657,Mecamylamine,,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,,C02BB01
DB00657,Mecamylamine,,P43681,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,,C02BB01
DB00657,Mecamylamine,,P17787,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,,C02BB01
DB00658,Sevelamer,,,Phosphate,,binder,V03AE02
DB00659,Acamprosate,,Q05586,Glutamate (NMDA) receptor,GRIN1,antagonist,N07BB03
DB00659,Acamprosate,,P41594,Metabotropic glutamate receptor 5,GRM5,antagonist,N07BB03
DB00659,Acamprosate,,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,inhibitor,N07BB03
DB00661,Verapamil,,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,Q14654,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,P31645,Sodium-dependent serotonin transporter,SLC6A4,unknown,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,P35348,Alpha-1A adrenergic receptor,ADRA1A,antagonist,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,P35368,Alpha-1B adrenergic receptor,ADRA1B,antagonist,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,P25100,Alpha-1D adrenergic receptor,ADRA1D,antagonist,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,Q06432,Voltage-dependent calcium channel,CACNG1,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,P08183,P-glycoprotein 1,ABCB1,inhibitor,C09BB10;C08DA51;C08DA01
DB00661,Verapamil,,P08183,P-glycoprotein 1,ABCB1,blocker,C09BB10;C08DA51;C08DA01
DB00663,Flumethasone,,P04150,Glucocorticoid receptor,NR3C1,agonist,D07AB03;D07BB01;S02CA02;D07CB05;D07XB01
DB00664,Sulfametopyrazine,,Q27738,Dihydropteroate synthetase,,inhibitor,G01AE10;J01ED02;P01BF04
DB00665,Nilutamide,,P10275,Androgen receptor,AR,antagonist,L02BB02
DB00666,Nafarelin,,P30968,Gonadotropin-releasing hormone receptor,GNRHR,agonist,H01CA02
DB00666,Nafarelin,,Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRHR2,agonist,H01CA02
DB00668,Epinephrine,,P35348,Alpha-1A adrenergic receptor,ADRA1A,agonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00668,Epinephrine,,P35368,Alpha-1B adrenergic receptor,ADRA1B,agonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00668,Epinephrine,,P08588,Beta-1 adrenergic receptor,ADRB1,agonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00668,Epinephrine,,P07550,Beta-2 adrenergic receptor,ADRB2,agonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00668,Epinephrine,,P08913,Alpha-2A adrenergic receptor,ADRA2A,agonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00668,Epinephrine,,P18089,Alpha-2B adrenergic receptor,ADRA2B,agonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00668,Epinephrine,,P25100,Alpha-1D adrenergic receptor,ADRA1D,antagonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00668,Epinephrine,,P01375,Tumor necrosis factor,TNF,antagonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00668,Epinephrine,,P01375,Tumor necrosis factor,TNF,agonist,A01AD01;R03AK01;B02BC09;C01CA24;S01EA01;R01AA14;R03AA01;S01EA51
DB00669,Sumatriptan,,P08908,5-hydroxytryptamine receptor 1A,HTR1A,agonist,N02CC01;G01AE10
DB00669,Sumatriptan,,P28221,5-hydroxytryptamine receptor 1D,HTR1D,agonist,N02CC01;G01AE10
DB00669,Sumatriptan,,P28222,5-hydroxytryptamine receptor 1B,HTR1B,agonist,N02CC01;G01AE10
DB00669,Sumatriptan,,P30939,5-hydroxytryptamine receptor 1F,HTR1F,agonist,N02CC01;G01AE10
DB00670,Pirenzepine,,P11229,Muscarinic acetylcholine receptor M1,CHRM1,antagonist,A02BX03
DB00671,Cefixime,,P44469,Penicillin-binding protein 2,mrdA,inhibitor,J01DD08;J01RA16;J01RA15
DB00671,Cefixime,,P0AEB2,Penicillin-binding protein,dacA,binder,J01DD08;J01RA16;J01RA15
DB00672,Chlorpropamide,,Q09428,ATP-binding cassette sub-family C member 8,ABCC8,inhibitor,G01AE10;A10BB02
DB00673,Aprepitant,,P25103,Neurokinin 1 receptor,TACR1,antagonist,A04AD12
DB00674,Galantamine,,P22303,Acetylcholinesterase,ACHE,inhibitor,N06DA04
DB00674,Galantamine,,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,allosteric modulator,N06DA04
DB00674,Galantamine,,A9X444,Muscle nicotinic acetylcholine receptor,,allosteric modulator,N06DA04
DB00674,Galantamine,,P06276,Cholinesterase,BCHE,inhibitor,N06DA04
DB00675,Tamoxifen,,P03372,Estrogen receptor alpha,ESR1,antagonist,L02BA01
DB00675,Tamoxifen,,P03372,Estrogen receptor alpha,ESR1,agonist,L02BA01
DB00675,Tamoxifen,,Q92731,Estrogen receptor beta,ESR2,antagonist,L02BA01
DB00675,Tamoxifen,,Q92731,Estrogen receptor beta,ESR2,agonist,L02BA01
DB00675,Tamoxifen,,P17252,Protein kinase C,PRKCA,inhibitor,L02BA01
DB00675,Tamoxifen,,P04278,Sex hormone-binding globulin,SHBG,inducer,L02BA01
DB00675,Tamoxifen,,Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,inhibitor,L02BA01
DB00675,Tamoxifen,,P10275,Androgen receptor,AR,,L02BA01
DB00675,Tamoxifen,,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,inhibitor,L02BA01
DB00675,Tamoxifen,,O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2,,L02BA01
DB00675,Tamoxifen,,P62508,Estrogen-related receptor gamma,ESRRG,,L02BA01
DB00675,Tamoxifen,,P45983,Mitogen-activated protein kinase 8,MAPK8,modulator,L02BA01
DB00677,Isoflurophate,,P22303,Acetylcholinesterase,ACHE,inhibitor,
DB00677,Isoflurophate,,P06276,Cholinesterase,BCHE,inhibitor,
DB00677,Isoflurophate,,P02787,Serotransferrin,TF,,
DB00678,Losartan,,P30556,Type-1 angiotensin II receptor,AGTR1,antagonist,C09CA01;C09DA01;C09DB06
DB00679,Thioridazine,,P14416,Dopamine D2 receptor,DRD2,antagonist,N05AC02
DB00679,Thioridazine,,P21728,Dopamine D1 receptor,DRD1,antagonist,N05AC02
DB00679,Thioridazine,,P35348,Alpha-1A adrenergic receptor,ADRA1A,antagonist,N05AC02
DB00679,Thioridazine,,P35368,Alpha-1B adrenergic receptor,ADRA1B,antagonist,N05AC02
DB00679,Thioridazine,,P28223,5-hydroxytryptamine receptor 2A,HTR2A,antagonist,N05AC02
DB00679,Thioridazine,,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,inhibitor,N05AC02
DB00680,Moricizine,,Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,inhibitor,C01BG01
DB00681,Amphotericin B,,,Ergosterol,,binder,G01AA03;A07AA07;A01AB04;J02AA01
DB00682,Warfarin,,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,VKORC1,inhibitor,B01AA03
DB00682,Warfarin,,O75469,Nuclear receptor subfamily 1 group I member 2,NR1I2,,B01AA03
DB00683,Midazolam,,P14867,GABA(A) Receptor,GABRA1,positive allosteric modulator,N05CD08
DB00683,Midazolam,,P14867,GABA(A) Receptor Benzodiazepine Binding Site,GABRA1,ligand,N05CD08
DB00683,Midazolam,,P29274,Adenosine receptor A2a,ADORA2A,potentiator,N05CD08
DB00684,Tobramycin,,,16S ribosomal RNA,,inhibitor,S01AA12;J01GB01
DB00684,Tobramycin,,,23S ribosomal RNA,,inhibitor,S01AA12;J01GB01
DB00684,Tobramycin,,,Bacterial outer membrane,,incorporation into and destabilization,S01AA12;J01GB01
DB00684,Tobramycin,,,Cytoplasmic membrane,,incorporation into and destabilization,S01AA12;J01GB01
DB00685,Trovafloxacin,,P43700,DNA gyrase subunit A,gyrA,inhibitor,J01MA13
DB00685,Trovafloxacin,,P43702,DNA topoisomerase 4 subunit A,parC,inhibitor,J01MA13
DB00685,Trovafloxacin,,P11388,DNA topoisomerase 2-alpha,TOP2A,inhibitor,J01MA13
DB00686,Pentosan polysulfate,,P09038,Fibroblast growth factor 2,FGF2,antagonist,C05BA04;G04BX15
DB00686,Pentosan polysulfate,,P05230,Fibroblast growth factor 1,FGF1,antagonist,C05BA04;G04BX15
DB00686,Pentosan polysulfate,,P08620,Fibroblast growth factor 4,FGF4,inhibitor,C05BA04;G04BX15
DB00687,Fludrocortisone,,P08235,Mineralocorticoid receptor,NR3C2,agonist,S02CA07;S01CA06;H02AA02;S03CA05
DB00687,Fludrocortisone,,P04150,Glucocorticoid receptor,NR3C1,agonist,S02CA07;S01CA06;H02AA02;S03CA05
DB00688,Mycophenolate mofetil,,P20839,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,inhibitor,
DB00688,Mycophenolate mofetil,,P20839,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,inducer,
DB00688,Mycophenolate mofetil,,P12268,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,inhibitor,
DB00688,Mycophenolate mofetil,,Q03393,6-pyruvoyl tetrahydrobiopterin synthase,PTS,inhibitor,
DB00689,Cephaloglycin,,P02919,Penicillin-binding protein 1B,mrcB,antagonist,
DB00690,Flurazepam,,P14867,GABA(A) Receptor,GABRA1,positive allosteric modulator,N05CD01
DB00690,Flurazepam,,P14867,GABA(A) Receptor Benzodiazepine Binding Site,GABRA1,ligand,N05CD01
DB00691,Moexipril,,P12821,Angiotensin-converting enzyme,ACE,inhibitor,C09AA13;C09BA13
DB00692,Phentolamine,,P35348,Alpha-1 adrenergic receptors,ADRA1A,antagonist,V03AB36;C04AB01
DB00692,Phentolamine,,P08913,Alpha-2 adrenergic receptors,ADRA2A,antagonist,V03AB36;C04AB01
DB00692,Phentolamine,,Q14654,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,blocker,V03AB36;C04AB01
DB00693,Fluorescein,,P06310,Ig kappa chain V-II region RPMI 6410,,other,S01JA01;S01JA51
DB00693,Fluorescein,,,DNA,,other,S01JA01;S01JA51
DB00694,Daunorubicin,,,DNA,,intercalation,L01DB02;L01XY01
DB00694,Daunorubicin,,P11388,DNA topoisomerase 2-alpha,TOP2A,inhibitor,L01DB02;L01XY01
DB00694,Daunorubicin,,Q02880,DNA topoisomerase 2-beta,TOP2B,inhibitor,L01DB02;L01XY01
DB00695,Furosemide,,Q13621,Solute carrier family 12 member 1,SLC12A1,inhibitor,C03EB01;C03CA01;G01AE10;C03CB01
DB00695,Furosemide,,P00918,Carbonic anhydrase 2,CA2,inhibitor,C03EB01;C03CA01;G01AE10;C03CB01
DB00695,Furosemide,,Q9HC97,G-protein coupled receptor 35,GPR35,agonist,C03EB01;C03CA01;G01AE10;C03CB01
DB00696,Ergotamine,,P28221,5-hydroxytryptamine receptor 1D,HTR1D,agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P28222,5-hydroxytryptamine receptor 1B,HTR1B,agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P28223,5-hydroxytryptamine receptor 2A,HTR2A,agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P35348,Alpha-1A adrenergic receptor,ADRA1A,partial agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P35368,Alpha-1B adrenergic receptor,ADRA1B,partial agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P25100,Alpha-1D adrenergic receptor,ADRA1D,partial agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P14416,Dopamine D2 receptor,DRD2,agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P08913,Alpha-2A adrenergic receptor,ADRA2A,partial agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P21728,D(1) dopamine receptor,DRD1,agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P08908,5-hydroxytryptamine receptor 1A,HTR1A,agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P30939,5-hydroxytryptamine receptor 1F,HTR1F,agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P28335,5-hydroxytryptamine receptor 2C,HTR2C,agonist,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P41595,5-hydroxytryptamine receptor 2B,HTR2B,,N02CA02;N02CA52;N02CA72
DB00696,Ergotamine,,P18825,Alpha-2C adrenergic receptor,ADRA2C,,N02CA02;N02CA52;N02CA72
DB00697,Tizanidine,,Q9Y2I1,Nischarin,NISCH,agonist,M03BX02
DB00697,Tizanidine,,P35348,Alpha-1 adrenergic receptors,ADRA1A,agonist,M03BX02
DB00697,Tizanidine,,P08913,Alpha-2 adrenergic receptors,ADRA2A,agonist,M03BX02
DB00698,Nitrofurantoin,,P52647,Probable pyruvate-flavodoxin oxidoreductase,ydbK,potentiator,J01XE01;J01XE51
DB00698,Nitrofurantoin,,P17117,Oxygen-insensitive NADPH nitroreductase,nfsA,potentiator,J01XE01;J01XE51
DB00698,Nitrofurantoin,,P0A7R5,30S ribosomal protein S10,rpsJ,inhibitor,J01XE01;J01XE51
DB00699,Nicergoline,,P35348,Alpha-1A adrenergic receptor,ADRA1A,antagonist,C04AE02
DB00700,Eplerenone,,P08235,Mineralocorticoid receptor,NR3C2,antagonist,C03DA04
DB00701,Amprenavir,,Q72874,Human immunodeficiency virus type 1 protease,pol,inhibitor,J05AE05
DB00703,Methazolamide,,P00915,Carbonic anhydrase 1,CA1,inhibitor,G01AE10;S01EC05
DB00703,Methazolamide,,P22748,Carbonic anhydrase 4,CA4,inhibitor,G01AE10;S01EC05
DB00703,Methazolamide,,P00918,Carbonic anhydrase 2,CA2,inhibitor,G01AE10;S01EC05
DB00703,Methazolamide,,P43166,Carbonic anhydrase 7,CA7,inhibitor,G01AE10;S01EC05
DB00703,Methazolamide,,P07451,Carbonic anhydrase 3,CA3,inhibitor,G01AE10;S01EC05
DB00704,Naltrexone,,P35372,Mu-type opioid receptor,OPRM1,antagonist,N02AA56;N07BB04;A08AA62
DB00704,Naltrexone,,P41145,Kappa-type opioid receptor,OPRK1,antagonist,N02AA56;N07BB04;A08AA62
DB00704,Naltrexone,,P41143,Delta-type opioid receptor,OPRD1,antagonist,N02AA56;N07BB04;A08AA62
DB00704,Naltrexone,,Q99720,Sigma non-opioid intracellular receptor 1,SIGMAR1,,N02AA56;N07BB04;A08AA62
DB00705,Delavirdine,,Q72547,Reverse transcriptase/RNaseH,pol,inhibitor,J05AG02
DB00706,Tamsulosin,,P35348,Alpha-1A adrenergic receptor,ADRA1A,antagonist,G04CA52;G04CA02;G01AE10;G04CA54;G04CA53
DB00706,Tamsulosin,,P25100,Alpha-1D adrenergic receptor,ADRA1D,antagonist,G04CA52;G04CA02;G01AE10;G04CA54;G04CA53
DB00706,Tamsulosin,,P35368,Alpha-1B adrenergic receptor,ADRA1B,antagonist,G04CA52;G04CA02;G01AE10;G04CA54;G04CA53
DB00707,Porfimer sodium,,P01130,Low-density lipoprotein receptor,LDLR,other/unknown,L01XD01
DB00707,Porfimer sodium,,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,antagonist,L01XD01
DB00708,Sufentanil,,P35372,Mu-type opioid receptor,OPRM1,agonist,N01AH03
DB00708,Sufentanil,,P41143,Delta-type opioid receptor,OPRD1,agonist,N01AH03
DB00708,Sufentanil,,P41145,Kappa-type opioid receptor,OPRK1,,N01AH03
DB00709,Lamivudine,,Q72547,Reverse transcriptase/RNaseH,pol,inhibitor,J05AR27;J05AR02;J05AR25;J05AR11;J05AR07;J05AR01;J05AR13;J05AR12;J05AR24;J05AR04;J05AR16;J05AR05;J05AF05
DB00709,Lamivudine,,,DNA,,binder,J05AR27;J05AR02;J05AR25;J05AR11;J05AR07;J05AR01;J05AR13;J05AR12;J05AR24;J05AR04;J05AR16;J05AR05;J05AF05
DB00709,Lamivudine,,Q05486,Protein P,P,inhibitor,J05AR27;J05AR02;J05AR25;J05AR11;J05AR07;J05AR01;J05AR13;J05AR12;J05AR24;J05AR04;J05AR16;J05AR05;J05AF05
DB00710,Ibandronate,,,Hydroxylapatite,,antagonist,M05BA06;M05BB09
DB00710,Ibandronate,,O95749,Geranylgeranyl pyrophosphate synthase,GGPS1,inhibitor,M05BA06;M05BB09
DB00710,Ibandronate,,P14324,Farnesyl pyrophosphate synthase,FDPS,inhibitor,M05BA06;M05BB09
DB00711,Diethylcarbamazine,,P09917,Arachidonate 5-lipoxygenase,ALOX5,inhibitor,P02CB02
DB00711,Diethylcarbamazine,,P23219,Prostaglandin G/H synthase 1,PTGS1,inhibitor,P02CB02
DB00712,Flurbiprofen,,P35354,Prostaglandin G/H synthase 2,PTGS2,inhibitor,M02AA19;M01AE09;R02AX01;S01BC04
DB00712,Flurbiprofen,,P23219,Prostaglandin G/H synthase 1,PTGS1,inhibitor,M02AA19;M01AE09;R02AX01;S01BC04
DB00713,Oxacillin,,Q75Y35,Penicillin-binding protein 3,pbp3,inhibitor,J01CR50;J01CF04
DB00713,Oxacillin,,Q8DNB6,Penicillin-binding protein 2a,pbp2a,inhibitor,J01CR50;J01CF04
DB00713,Oxacillin,,Q8DR59,Penicillin-binding protein 1A,pbpA,inhibitor,J01CR50;J01CF04
DB00713,Oxacillin,,P0A3M6,Penicillin-binding protein 2B,penA,inhibitor,J01CR50;J01CF04
DB00713,Oxacillin,,Q7CRA4,Penicillin-binding protein 1b,pbp1b,inhibitor,J01CR50;J01CF04
DB00713,Oxacillin,,Q8XJ01,Penicillin-binding protein 1A,pbpA,inhibitor,J01CR50;J01CF04
DB00713,Oxacillin,,P46059,Solute carrier family 15 member 1,SLC15A1,,J01CR50;J01CF04
DB00713,Oxacillin,,D6R448,Penicillin-binding protein 2,mecA,,J01CR50;J01CF04
DB00713,Oxacillin,,Q16348,Solute carrier family 15 member 2,SLC15A2,,J01CR50;J01CF04
DB00713,Oxacillin,,Q47066,Beta-lactamase Toho-1,bla,substrate,J01CR50;J01CF04
DB00714,Apomorphine,,P21917,Dopamine D4 receptor,DRD4,agonist,G04BE07;N04BC07
DB00714,Apomorphine,,P14416,Dopamine D2 receptor,DRD2,agonist,G04BE07;N04BC07
DB00714,Apomorphine,,P35462,Dopamine D3 receptor,DRD3,agonist,G04BE07;N04BC07
DB00714,Apomorphine,,P21918,Dopamine D5 receptor,DRD5,agonist,G04BE07;N04BC07
DB00714,Apomorphine,,P21728,Dopamine D1 receptor,DRD1,agonist,G04BE07;N04BC07
DB00714,Apomorphine,,P18825,Alpha-2C adrenergic receptor,ADRA2C,agonist,G04BE07;N04BC07
DB00714,Apomorphine,,P18089,Alpha-2B adrenergic receptor,ADRA2B,agonist,G04BE07;N04BC07
